videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions,error,errorCode,url
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7522441818505855760,1751454988.0,2025-07-02T11:16:28.000Z,sakura school simulator yg perlu di hapus...,3907.0,False,False,,76.0,7455606982070780946,maiz915,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9c82efca06c855dd39a83bcfaa947ce1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f3d8226e&x-expires=1783782000&x-signature=9vyKLY1UmA8pPY2aJ49rgoP0Bac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7521544176731882247,1751245979.0,2025-06-30T01:12:59.000Z,STOP MENYALAHGUNAKAN ROBLOX!,6374.0,False,False,,18.0,6700685732930110465,garudarevolsyon,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/07072d51d8069394ff639bd72203be4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40cb62c8&x-expires=1783782000&x-signature=Z4vdTjlVJR%2Fb3JDfzEvuYsfX%2Bwg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7521375036000092936,1751206730.0,2025-06-29T14:18:50.000Z,"siapa sihh yang buat map beginian, perusak otak💔",10889.0,False,False,,36.0,7387241579608704005,yahaha_62829,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3e77786c82eb953a26573650f6169aa0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3c65a6d7&x-expires=1783782000&x-signature=ugVAyyTtaO1EhT1sxeKIQSf0jWs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7522722978506916616,1751520440.0,2025-07-03T05:27:20.000Z,"Brookhaven, salon de fiesta, ITU MAP PALING BAHAYA, aku di roblox cuma buat jadi petani, suster, 😔",1926.0,False,False,,41.0,7510191202039792660,iniqila_1,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/99ab9d0e2eecfd14db3918f4599cf5d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=be4ffeb6&x-expires=1783782000&x-signature=BS6Ffioa1pnNjz0mOGrPJykSILU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7521902566574359304,1751329430.0,2025-07-01T00:23:50.000Z,"NOOO, JANGAN SAMPE LEWAT FYP EMAKK GUEE, KARNA GUEE GA MAIN GAME BEGINIAN, MAINNYA YANG PETANI PETANI ITU😭",1394.0,False,False,,53.0,7294256936118682629,qdgo18,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3611ce1145af84c82de39d9dbfd7c076~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d02aa2a1&x-expires=1783782000&x-signature=Yw80lKHBanBLXO7%2Bdvcl3qlj%2BZQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7522434111228969736,1751453186.0,2025-07-02T10:46:26.000Z,"Gue main Roblox cuma naik gunung, pas buka map lain anjir gilaaaa 😭",1022.0,False,False,,20.0,7487520335002485766,dytaa1034,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f4a722a06007df60618fcdada57b8572~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=df2b9834&x-expires=1783782000&x-signature=8o9J5ADKrtFwO9vW6oxMBkLmMNU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7521405765488411400,1751213750.0,2025-06-29T16:15:50.000Z,takut jdi gk boleh main roblox lagi😔 padahal kalo main ya main yg sewajar nya aja,803.0,False,False,,9.0,7493061707524293653,ythsmo,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f1941cb600ee8f01b4dfa6c729560805~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58f49a28&x-expires=1783782000&x-signature=vLHKel%2Fy%2FPeJZr7FWF6gf2hsR4w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7521918099072254737,1751333049.0,2025-07-01T01:24:09.000Z,"kyk gini dibiarin, komen salah dikit dapet ###",684.0,False,False,,2.0,7262735514498270214,xmiley77.2,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3741d6007cd56785bb039f034c30f076~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e651070&x-expires=1783782000&x-signature=yaNrjLcjjRP7GDiI9%2Fc4B9ejnPo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7522046912758481684,1751363033.0,2025-07-01T09:43:53.000Z,"bukan rawan pelecehan, map-nya aja yang gak dipantes dibuat. masih banyak map diroblox yang friendly. mereka juga menyalah-gunakan Roblox buat melakukan hal yang....",129.0,False,False,,7.0,7503517107297010695,usernamegirb,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c8ba8c870974d16e6ad59d695d20027e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54187e9d&x-expires=1783782000&x-signature=ekMEaFuDG7RxNxivd20mnbUxxtk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,https://www.tiktok.com/@aiindonesiatimes/video/7520670245866982663?_r=1,7522394318532936456,1751443921.0,2025-07-02T08:12:01.000Z,Kenapa gak dihapus aja ini game meresahkan,5.0,False,False,,17.0,6945447281937662978,lila25_lubis,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/5982bcbd6ce29510a8e6ac3d24104a38~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3ec4f8cd&x-expires=1783782000&x-signature=N04naetEmbERCddfV6Jy2pKcG3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],,,
